Drug ID,Name,Slug,Url,Provider ID
264,,ochnaya-konsultaciya,https://domayurveda.ru/magazin/product/ochnaya-konsultaciya,3
265,,pigmento-pigmento-maz-ot-pigmentacii-charak-charak-50-gr,https://domayurveda.ru/magazin/product/pigmento-pigmento-maz-ot-pigmentacii-charak-charak-50-gr,3
266,,pigmento-pigmento-ot-pigmentnyh-pyaten-charak-charak-40-tab,https://domayurveda.ru/magazin/product/pigmento-pigmento-ot-pigmentnyh-pyaten-charak-charak-40-tab,3
267,,femipleks-femiplex-tablet-charak-protiv-vaginalnyh-infekcij-75-tab,https://domayurveda.ru/magazin/product/femipleks-femiplex-tablet-charak-protiv-vaginalnyh-infekcij-75-tab,3
268,,maslo-usmy-hemani-dlya-rosta-brovej-taramira-oil-hemani-30-ml,https://domayurveda.ru/magazin/product/maslo-usmy-hemani-dlya-rosta-brovej-taramira-oil-hemani-30-ml,3
269,,maslo-chajnogo-dereva-tea-tree-oil-hemani-30-ml,https://domayurveda.ru/magazin/product/maslo-chajnogo-dereva-tea-tree-oil-hemani-30-ml,3
270,,astomap-maharishi-asthomap-maharishi-ayurveda-astma-bronhit-60-tab,https://domayurveda.ru/magazin/product/astomap-maharishi-asthomap-maharishi-ayurveda-astma-bronhit-60-tab,3
271,,kapikachhu-kapikachhu-reproduktivnaya-sistema-himalaya-himalaya-60-tab,https://domayurveda.ru/magazin/product/kapikachhu-kapikachhu-reproduktivnaya-sistema-himalaya-himalaya-60-tab,3
272,,bresol-bresol-himalaya-herbals-dyhatelnaya-sistema-60-tab,https://domayurveda.ru/magazin/product/bresol-bresol-himalaya-herbals-dyhatelnaya-sistema-60-tab,3
273,,ayurveda,https://gangga.ru/ayurveda/,5
274,,ayurvedicheskiy-juice,https://gangga.ru/ayurveda/ayurvedicheskiy-juice/,5
275,,immunity,https://gangga.ru/ayurveda/immunity/,5
276,,omolozhenie-detox,https://gangga.ru/ayurveda/omolozhenie-detox/,5
277,,pri-prostude,https://gangga.ru/ayurveda/pri-prostude/,5
278,,nirdosh,https://gangga.ru/ayurveda/nirdosh/,5
279,,for-breathing,https://gangga.ru/ayurveda/for-breathing/,5
280,,chyawanprash,https://gangga.ru/ayurveda/chyawanprash/,5
281,,zhenskoe-zdorovye,https://gangga.ru/ayurveda/zhenskoe-zdorovye/,5
282,,muzhskoe-zdorovye,https://gangga.ru/ayurveda/muzhskoe-zdorovye/,5
283,,mochepolovaya-sistema,https://gangga.ru/ayurveda/mochepolovaya-sistema/,5
284,,pishevaritelnaya-sistema,https://gangga.ru/ayurveda/pishevaritelnaya-sistema/,5
285,,antiparazitarnoye,https://gangga.ru/ayurveda/antiparazitarnoye/,5
286,,for-pohudenie,https://gangga.ru/ayurveda/for-pohudenie/,5
287,,pri-nervnykh-rastroystvakh,https://gangga.ru/ayurveda/pri-nervnykh-rastroystvakh/,5
288,,brain-memory,https://gangga.ru/ayurveda/brain-memory/,5
289,,pri-diabete,https://gangga.ru/ayurveda/pri-diabete/,5
290,,for-eyes,https://gangga.ru/ayurveda/for-eyes/,5
291,,for-ears,https://gangga.ru/ayurveda/for-ears/,5
292,,for-skin,https://gangga.ru/ayurveda/for-skin/,5
293,,massazhnoe-maslo,https://gangga.ru/ayurveda/massazhnoe-maslo/,5
294,,for-bones-jounts,https://gangga.ru/ayurveda/for-bones-jounts/,5
295,,for-muscles,https://gangga.ru/ayurveda/for-muscles/,5
296,,for-blood,https://gangga.ru/ayurveda/for-blood/,5
297,,for-liver,https://gangga.ru/ayurveda/for-liver/,5
298,,for-pochki,https://gangga.ru/ayurveda/for-pochki/,5
299,,for-heart,https://gangga.ru/ayurveda/for-heart/,5
300,,pri-allergii,https://gangga.ru/ayurveda/pri-allergii/,5
301,,pri-gemorroe,https://gangga.ru/ayurveda/pri-gemorroe/,5
302,,kosmetika,https://gangga.ru/kosmetika/,5
303,,maslanie-duhi,https://gangga.ru/kosmetika/maslanie-duhi/,5
304,,uhod-za-zubami-i-polostyu-rta,https://gangga.ru/kosmetika/uhod-za-zubami-i-polostyu-rta/,5
305,,shampoo,https://gangga.ru/kosmetika/shampoo/,5
306,,kondicioner,https://gangga.ru/kosmetika/kondicioner/,5
307,,khna,https://gangga.ru/kosmetika/khna/,5
308,,lechenie-volos,https://gangga.ru/kosmetika/lechenie-volos/,5
309,,mask-hair,https://gangga.ru/kosmetika/mask-hair/,5
310,,hair-oil,https://gangga.ru/kosmetika/hair-oil/,5
311,,loson-i-cvetochnaya-voda,https://gangga.ru/kosmetika/loson-i-cvetochnaya-voda/,5
312,,krem-i-gel-dlya-lica,https://gangga.ru/kosmetika/krem-i-gel-dlya-lica/,5
313,,dlya-umyvaniya-lica-i-tela,https://gangga.ru/kosmetika/dlya-umyvaniya-lica-i-tela/,5
314,,krem-dla-nog,https://gangga.ru/kosmetika/krem-dla-nog/,5
315,,maska-i-skrab,https://gangga.ru/kosmetika/maska-i-skrab/,5
316,,soap,https://gangga.ru/kosmetika/soap/,5
317,,ayurvedicheskaya-kosmetika,https://gangga.ru/kosmetika/ayurvedicheskaya-kosmetika/,5
318,,suveniry-iz-indii,https://gangga.ru/suveniry-iz-indii/,5
319,,blagovoniya,https://gangga.ru/blagovoniya/,5
